,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster
7530,1.0,47.0,1.0,3.0,5.0,0.0,3.0,0.0,34.0,5.0,1.0,3.0,1626.0,1013.0,613.0,0.826,5262.0,83.0,0.729,0.623,
7531,1.0,35.0,0.0,1.0,6.0,1.0,4.0,0.0,36.0,3.0,1.0,2.0,2158.0,1299.0,859.0,0.733,4946.0,73.0,0.973,0.602,
7532,1.0,43.0,1.0,1.0,6.0,2.0,2.0,0.0,31.0,4.0,3.0,1.0,2283.0,1470.0,813.0,0.935,5100.0,76.0,0.689,0.644,
7533,1.0,57.0,0.0,1.0,3.0,3.0,1.0,0.0,42.0,3.0,1.0,1.0,2542.0,1884.0,658.0,0.715,4518.0,88.0,1.095,0.741,
7534,1.0,30.0,0.0,1.0,2.0,2.0,4.0,0.0,18.0,4.0,2.0,1.0,1438.3,0.0,1438.3,0.6,4322.0,68.0,0.619,0.0,
7535,1.0,47.0,1.0,2.0,2.0,3.0,1.0,0.0,37.0,3.0,3.0,1.0,2335.0,1373.0,962.0,0.876,4267.0,81.0,0.653,0.588,
7536,1.0,34.0,1.0,1.0,5.0,2.0,2.0,0.0,23.0,6.0,1.0,1.0,2033.0,1832.0,201.0,0.938,4110.0,74.0,0.947,0.901,
7538,1.0,36.0,1.0,2.0,0.0,2.0,3.0,0.0,31.0,5.0,2.0,3.0,5821.0,764.0,5057.0,0.688,5291.0,96.0,0.684,0.131,
7539,1.0,47.0,0.0,3.0,2.0,0.0,4.0,0.0,36.0,3.0,3.0,2.0,2182.0,1566.0,616.0,0.574,3935.0,77.0,0.711,0.718,
7541,1.0,52.0,0.0,4.0,2.0,1.0,4.0,0.0,36.0,6.0,3.0,1.0,3021.0,1530.0,1491.0,0.731,4105.0,76.0,0.767,0.506,
7543,1.0,52.0,0.0,2.0,3.0,2.0,4.0,0.0,42.0,6.0,2.0,2.0,1438.3,869.0,569.3,0.821,4664.0,77.0,0.878,0.604,
7544,0.0,48.0,0.0,3.0,6.0,3.0,5.0,0.0,36.0,3.0,3.0,2.0,4431.0,2517.0,1914.0,0.499,2185.0,48.0,0.371,0.568,
7546,1.0,26.0,0.0,0.0,2.0,2.0,4.0,0.0,22.0,3.0,1.0,3.0,1486.0,0.0,1486.0,0.734,4535.0,82.0,0.907,0.0,
7547,1.0,40.0,0.0,3.0,3.0,2.0,5.0,0.0,36.0,3.0,3.0,2.0,6384.0,2034.0,4350.0,0.493,4413.0,83.0,0.886,0.319,
7548,1.0,39.0,0.0,5.0,2.0,2.0,4.0,0.0,28.0,3.0,3.0,2.0,2077.0,0.0,2077.0,0.59,3647.0,69.0,0.917,0.0,
7549,1.0,40.0,0.0,3.0,5.0,0.0,1.0,0.0,32.0,3.0,1.0,2.0,1956.0,958.0,998.0,0.789,4977.0,76.0,0.854,0.49,
7551,1.0,43.0,0.0,3.0,2.0,1.0,4.0,0.0,34.0,6.0,2.0,1.0,2725.0,2517.0,208.0,0.482,4430.0,66.0,0.692,0.924,
7552,1.0,46.0,0.0,4.0,5.0,3.0,1.0,0.0,40.0,6.0,3.0,1.0,1474.0,843.0,631.0,0.751,4452.0,65.0,1.097,0.572,
7553,1.0,46.0,1.0,1.0,3.0,1.0,0.0,0.0,28.0,4.0,3.0,3.0,9880.0,1792.0,8088.0,0.804,4609.0,80.0,0.951,0.181,
7555,1.0,46.0,1.0,4.0,2.0,0.0,2.0,0.0,41.0,4.0,2.0,1.0,5397.0,2336.0,3061.0,0.67,4734.0,96.0,0.846,0.433,
7556,1.0,50.0,1.0,1.0,2.0,2.0,3.0,0.0,44.0,3.0,3.0,2.0,3370.0,1133.0,2237.0,0.722,4726.0,86.0,0.686,0.336,
7558,1.0,55.0,0.0,3.0,0.0,1.0,1.0,0.0,36.0,5.0,1.0,3.0,2240.0,1231.0,1009.0,0.637,3623.0,71.0,0.69,0.55,
7559,1.0,52.0,0.0,2.0,0.0,1.0,5.0,0.0,45.0,5.0,1.0,2.0,2737.0,1719.0,1018.0,0.657,4725.0,63.0,0.615,0.628,
7560,1.0,48.0,0.0,1.0,3.0,1.0,4.0,0.0,40.0,5.0,4.0,3.0,4170.0,1384.0,2786.0,0.77,4532.0,94.0,0.649,0.332,
7562,1.0,49.0,0.0,2.0,5.0,2.0,4.0,0.0,42.0,6.0,3.0,2.0,1991.0,0.0,1991.0,0.954,4527.0,66.0,0.61,0.0,
7564,1.0,52.0,0.0,1.0,6.0,1.0,1.0,0.0,39.0,3.0,2.0,1.0,1438.3,635.0,803.3,0.744,4617.0,79.0,0.927,0.441,
7566,1.0,42.0,1.0,2.0,2.0,1.0,2.0,0.0,35.0,6.0,1.0,2.0,2131.0,1288.0,843.0,0.797,4264.0,81.0,0.841,0.604,
7567,1.0,41.0,0.0,4.0,3.0,2.0,4.0,0.0,23.0,3.0,2.0,2.0,2787.0,2053.0,734.0,0.76,4949.0,76.0,0.551,0.737,
7568,1.0,48.0,0.0,4.0,2.0,3.0,4.0,0.0,38.0,4.0,3.0,1.0,1438.3,0.0,1438.3,0.647,4601.0,78.0,0.625,0.0,
7569,0.0,42.0,0.0,0.0,5.0,0.0,5.0,0.0,31.0,3.0,3.0,4.0,2712.0,0.0,2712.0,0.724,2307.0,28.0,0.474,0.0,
7571,1.0,42.0,1.0,2.0,2.0,2.0,2.0,0.0,31.0,3.0,2.0,1.0,5169.0,2296.0,2873.0,0.773,4656.0,88.0,0.796,0.444,
7573,1.0,50.0,0.0,3.0,2.0,2.0,4.0,0.0,40.0,3.0,3.0,1.0,1848.0,501.0,1347.0,0.653,4600.0,69.0,0.683,0.271,
7574,1.0,43.0,1.0,2.0,6.0,2.0,2.0,0.0,36.0,3.0,1.0,2.0,6039.0,1759.0,4280.0,0.479,4538.0,86.0,0.654,0.291,
7575,1.0,54.0,1.0,2.0,3.0,1.0,0.0,0.0,42.0,3.0,2.0,3.0,5256.0,889.0,4367.0,0.559,5078.0,91.0,0.685,0.169,
7576,1.0,48.0,0.0,1.0,2.0,3.0,4.0,0.0,36.0,6.0,2.0,3.0,1708.0,1059.0,649.0,0.764,4880.0,79.0,0.795,0.62,
7577,1.0,57.0,0.0,2.0,2.0,1.0,4.0,0.0,40.0,5.0,3.0,2.0,1629.0,1185.0,444.0,0.766,4897.0,83.0,0.886,0.727,
7579,1.0,56.0,1.0,2.0,2.0,0.0,0.0,0.0,45.0,3.0,3.0,1.0,3296.0,1435.0,1861.0,0.968,4327.0,66.0,0.737,0.435,
7581,1.0,49.0,0.0,1.0,0.0,1.0,4.0,0.0,43.0,4.0,3.0,2.0,1438.3,786.0,652.3,0.609,4094.0,64.0,0.561,0.546,
7582,1.0,46.0,0.0,4.0,2.0,2.0,4.0,0.0,38.0,6.0,2.0,2.0,2671.0,1713.0,958.0,0.732,4519.0,79.0,0.795,0.641,
7583,1.0,58.0,0.0,3.0,0.0,1.0,4.0,0.0,53.0,4.0,3.0,1.0,2493.0,1566.0,927.0,0.767,4867.0,90.0,0.607,0.628,
7584,1.0,59.0,0.0,1.0,1.0,1.0,4.0,0.0,40.0,3.0,3.0,1.0,2687.0,2452.0,235.0,0.817,4697.0,81.0,0.761,0.913,
7585,1.0,37.0,0.0,2.0,6.0,1.0,1.0,0.0,36.0,4.0,2.0,2.0,2208.0,1559.0,649.0,0.51,4686.0,81.0,0.761,0.706,
7588,1.0,41.0,1.0,3.0,4.0,2.0,3.0,0.0,30.0,4.0,2.0,2.0,17890.0,2517.0,15373.0,0.983,4831.0,81.0,0.8,0.141,
7591,1.0,40.0,1.0,3.0,3.0,1.0,3.0,0.0,36.0,6.0,3.0,1.0,9599.0,2356.0,7243.0,0.791,4754.0,84.0,0.68,0.245,
7592,1.0,38.0,1.0,2.0,5.0,2.0,3.0,0.0,32.0,6.0,2.0,3.0,3192.0,2517.0,675.0,0.658,4236.0,87.0,0.891,0.789,
7594,0.0,61.0,0.0,1.0,3.0,2.0,5.0,0.0,52.0,3.0,2.0,4.0,3293.0,0.0,3293.0,0.838,3121.0,56.0,0.867,0.0,
7595,1.0,48.0,0.0,1.0,2.0,1.0,1.0,0.0,36.0,4.0,4.0,1.0,7268.0,0.0,7268.0,0.691,4199.0,80.0,0.905,0.0,
7596,1.0,43.0,0.0,3.0,6.0,1.0,4.0,0.0,35.0,5.0,3.0,2.0,1721.0,729.0,992.0,0.902,4853.0,74.0,0.644,0.424,
7597,1.0,38.0,1.0,3.0,0.0,1.0,3.0,0.0,30.0,5.0,3.0,2.0,3976.0,1667.0,2309.0,0.929,4372.0,69.0,0.683,0.419,
7598,1.0,52.0,0.0,2.0,3.0,2.0,4.0,0.0,35.0,5.0,2.0,3.0,1954.0,808.0,1146.0,0.826,4897.0,70.0,0.795,0.414,
7599,1.0,44.0,1.0,3.0,6.0,1.0,0.0,0.0,32.0,6.0,2.0,2.0,12725.0,1759.0,10966.0,1.056,4139.0,58.0,0.812,0.138,
7600,1.0,40.0,0.0,3.0,5.0,2.0,5.0,0.0,28.0,3.0,3.0,3.0,2690.0,1935.0,755.0,0.593,4917.0,81.0,0.653,0.719,
7601,1.0,48.0,0.0,5.0,4.0,1.0,1.0,0.0,38.0,3.0,3.0,1.0,2926.0,716.0,2210.0,0.949,4219.0,78.0,0.592,0.245,
7602,1.0,46.0,1.0,4.0,2.0,2.0,3.0,0.0,33.0,5.0,1.0,1.0,2371.0,1748.0,623.0,0.663,4460.0,78.0,1.053,0.737,
7603,1.0,44.0,0.0,3.0,2.0,1.0,5.0,0.0,27.0,5.0,1.0,1.0,7751.0,1965.0,5786.0,0.782,4543.0,90.0,0.731,0.254,
7604,0.0,42.0,0.0,3.0,0.0,1.0,4.0,0.0,28.0,3.0,3.0,2.0,1601.0,0.0,1601.0,0.63,2339.0,41.0,0.414,0.0,
7605,0.0,34.0,0.0,1.0,6.0,1.0,4.0,0.0,36.0,2.0,3.0,3.0,2401.0,496.0,1905.0,0.647,2597.0,40.0,0.379,0.207,
7606,0.0,39.0,1.0,3.0,5.0,1.0,2.0,0.0,29.0,4.0,3.0,4.0,2187.0,0.0,2187.0,0.467,2031.0,40.0,0.333,0.0,
7608,1.0,40.0,0.0,2.0,4.0,0.0,5.0,0.0,27.0,6.0,3.0,1.0,8494.0,2023.0,6471.0,0.871,4486.0,77.0,0.974,0.238,
7609,1.0,36.0,1.0,4.0,2.0,1.0,3.0,0.0,36.0,5.0,3.0,1.0,2262.0,1450.0,812.0,0.735,4116.0,84.0,0.787,0.641,
7610,1.0,43.0,0.0,3.0,2.0,0.0,4.0,0.0,36.0,6.0,1.0,2.0,2525.0,1595.0,930.0,0.78,4859.0,82.0,0.864,0.632,
7611,1.0,38.0,0.0,3.0,3.0,1.0,4.0,0.0,34.0,3.0,3.0,2.0,2450.0,1981.0,469.0,0.712,4352.0,66.0,0.784,0.809,
7612,1.0,36.0,0.0,4.0,0.0,1.0,5.0,0.0,18.0,4.0,3.0,2.0,3926.0,1760.0,2166.0,0.874,4890.0,92.0,0.704,0.448,
7613,0.0,40.0,0.0,4.0,2.0,2.0,4.0,0.0,22.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.695,2502.0,45.0,0.452,0.0,
7614,1.0,51.0,0.0,2.0,3.0,2.0,5.0,0.0,31.0,6.0,2.0,1.0,4789.0,2203.0,2586.0,0.847,4718.0,81.0,0.976,0.46,
7615,1.0,41.0,0.0,2.0,6.0,3.0,4.0,0.0,34.0,6.0,3.0,3.0,2864.0,1928.0,936.0,0.769,4641.0,78.0,0.66,0.673,
7617,1.0,43.0,0.0,4.0,2.0,3.0,4.0,0.0,34.0,5.0,3.0,3.0,1971.0,979.0,992.0,1.024,5446.0,75.0,0.974,0.497,
7618,0.0,53.0,0.0,2.0,0.0,1.0,4.0,0.0,44.0,3.0,3.0,3.0,1473.0,0.0,1473.0,0.92,2836.0,48.0,0.6,0.0,
7619,1.0,55.0,0.0,3.0,2.0,2.0,1.0,0.0,37.0,5.0,1.0,2.0,3187.0,1437.0,1750.0,0.79,4511.0,82.0,0.822,0.451,
7620,1.0,38.0,0.0,2.0,6.0,1.0,4.0,0.0,36.0,4.0,2.0,2.0,5589.0,0.0,5589.0,0.787,4064.0,77.0,0.711,0.0,
7621,1.0,42.0,0.0,5.0,2.0,1.0,4.0,0.0,38.0,5.0,1.0,2.0,2346.0,1373.0,973.0,0.73,4432.0,72.0,0.756,0.585,
7622,1.0,34.0,0.0,4.0,2.0,2.0,4.0,0.0,28.0,3.0,2.0,3.0,1438.3,0.0,1438.3,0.726,4626.0,86.0,0.792,0.0,
7623,1.0,40.0,0.0,5.0,3.0,2.0,4.0,0.0,22.0,3.0,1.0,2.0,1826.0,944.0,882.0,0.686,4528.0,65.0,0.667,0.517,
7624,0.0,40.0,0.0,2.0,1.0,1.0,1.0,0.0,27.0,4.0,2.0,3.0,2208.0,0.0,2208.0,0.695,2659.0,56.0,0.806,0.0,
7625,1.0,35.0,0.0,2.0,3.0,1.0,4.0,0.0,36.0,4.0,3.0,1.0,1476.0,0.0,1476.0,0.592,4279.0,76.0,0.767,0.0,
7626,1.0,51.0,0.0,3.0,2.0,2.0,4.0,0.0,46.0,6.0,3.0,1.0,2927.0,1499.0,1428.0,0.649,4670.0,70.0,0.944,0.512,
7627,1.0,53.0,1.0,3.0,2.0,3.0,3.0,0.0,49.0,5.0,2.0,1.0,4778.0,1869.0,2909.0,0.743,5489.0,74.0,0.805,0.391,
7628,1.0,43.0,0.0,4.0,2.0,0.0,4.0,0.0,36.0,3.0,2.0,2.0,1438.3,743.0,695.3,0.624,4484.0,78.0,0.625,0.517,
7629,1.0,46.0,0.0,3.0,3.0,2.0,1.0,3.0,40.0,4.0,3.0,1.0,16239.0,1487.0,14752.0,0.531,3838.0,48.0,0.6,0.092,
7630,1.0,37.0,1.0,1.0,3.0,1.0,0.0,0.0,26.0,5.0,2.0,1.0,11726.0,1925.0,9801.0,0.855,4186.0,63.0,0.703,0.164,
7631,1.0,47.0,0.0,4.0,0.0,1.0,5.0,0.0,38.0,3.0,2.0,1.0,1438.3,0.0,1438.3,0.68,4503.0,89.0,0.978,0.0,
7632,1.0,45.0,0.0,3.0,3.0,1.0,4.0,0.0,34.0,6.0,1.0,3.0,2647.0,1288.0,1359.0,0.765,4730.0,78.0,0.857,0.487,
7633,1.0,50.0,0.0,1.0,1.0,1.0,5.0,0.0,40.0,3.0,3.0,1.0,2492.0,1410.0,1082.0,0.835,4374.0,75.0,0.974,0.566,
7634,1.0,46.0,0.0,2.0,2.0,2.0,5.0,0.0,36.0,3.0,3.0,3.0,2418.0,1106.0,1312.0,0.963,3541.0,64.0,0.882,0.457,
7636,1.0,49.0,0.0,1.0,2.0,0.0,1.0,0.0,40.0,3.0,2.0,3.0,1438.3,0.0,1438.3,0.675,3886.0,77.0,0.75,0.0,
7637,1.0,54.0,0.0,3.0,1.0,2.0,4.0,0.0,39.0,4.0,3.0,3.0,1764.0,0.0,1764.0,0.651,4857.0,92.0,0.804,0.0,
7638,1.0,47.0,0.0,3.0,2.0,1.0,4.0,0.0,36.0,4.0,2.0,2.0,1776.0,1519.0,257.0,0.917,4295.0,60.0,0.622,0.855,
7639,1.0,46.0,1.0,3.0,0.0,1.0,0.0,0.0,40.0,6.0,3.0,3.0,1438.3,0.0,1438.3,0.681,4833.0,69.0,0.769,0.0,
7640,1.0,47.0,0.0,2.0,4.0,2.0,5.0,0.0,31.0,3.0,2.0,3.0,1491.0,0.0,1491.0,0.716,4634.0,92.0,0.804,0.0,
7641,1.0,46.0,0.0,2.0,4.0,1.0,4.0,0.0,41.0,3.0,1.0,3.0,2552.0,1879.0,673.0,0.888,4153.0,79.0,0.795,0.736,
7642,1.0,42.0,0.0,4.0,2.0,2.0,4.0,0.0,32.0,3.0,1.0,2.0,2996.0,1992.0,1004.0,0.948,4463.0,87.0,0.74,0.665,
7643,1.0,44.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,4.0,1.0,2.0,1701.0,775.0,926.0,0.847,4471.0,71.0,0.614,0.456,
7644,1.0,53.0,0.0,3.0,6.0,2.0,5.0,0.0,40.0,6.0,3.0,1.0,3998.0,0.0,3998.0,0.638,4223.0,79.0,0.717,0.0,
7645,1.0,46.0,0.0,3.0,2.0,3.0,4.0,0.0,33.0,6.0,3.0,2.0,3025.0,2491.0,534.0,0.45,4460.0,62.0,0.722,0.823,
7646,0.0,48.0,0.0,1.0,6.0,2.0,4.0,0.0,40.0,3.0,1.0,2.0,3251.0,2517.0,734.0,0.739,2483.0,50.0,0.471,0.774,
7647,1.0,51.0,1.0,4.0,3.0,2.0,2.0,0.0,45.0,3.0,1.0,2.0,3031.0,1787.0,1244.0,1.006,4690.0,85.0,0.7,0.59,
7649,0.0,59.0,0.0,2.0,5.0,0.0,4.0,0.0,36.0,3.0,3.0,3.0,1863.0,1853.0,10.0,0.829,2462.0,40.0,0.29,0.995,
7650,1.0,35.0,0.0,2.0,6.0,2.0,4.0,0.0,20.0,6.0,1.0,2.0,2691.0,1935.0,756.0,0.681,4365.0,86.0,0.911,0.719,
7651,1.0,45.0,0.0,5.0,2.0,2.0,4.0,0.0,33.0,5.0,3.0,3.0,2288.0,1249.0,1039.0,0.605,4504.0,87.0,0.706,0.546,
7652,0.0,42.0,0.0,2.0,2.0,3.0,4.0,0.0,36.0,6.0,3.0,2.0,3413.0,0.0,3413.0,0.593,2285.0,40.0,0.429,0.0,
7653,1.0,40.0,1.0,4.0,0.0,1.0,1.0,3.0,34.0,3.0,2.0,1.0,15471.0,1291.0,14180.0,0.651,3993.0,77.0,0.674,0.083,
7654,1.0,40.0,0.0,5.0,5.0,1.0,4.0,0.0,24.0,6.0,1.0,1.0,2038.0,793.0,1245.0,0.682,3513.0,67.0,0.634,0.389,
7655,1.0,47.0,0.0,3.0,6.0,3.0,4.0,0.0,36.0,6.0,2.0,3.0,1953.0,1089.0,864.0,0.859,4636.0,70.0,0.707,0.558,
7656,0.0,43.0,0.0,5.0,3.0,3.0,1.0,0.0,24.0,3.0,2.0,2.0,4430.0,2203.0,2227.0,1.046,2742.0,49.0,0.4,0.497,
7658,1.0,48.0,0.0,3.0,1.0,1.0,5.0,0.0,44.0,4.0,3.0,3.0,2021.0,1186.0,835.0,0.616,4633.0,74.0,0.574,0.587,
7659,1.0,53.0,0.0,2.0,6.0,2.0,4.0,0.0,41.0,5.0,1.0,3.0,2329.0,2290.0,39.0,0.533,4609.0,76.0,0.767,0.983,
7660,0.0,34.0,0.0,2.0,0.0,1.0,4.0,0.0,36.0,1.0,3.0,2.0,1696.0,0.0,1696.0,0.782,2325.0,56.0,0.556,0.0,
7661,1.0,52.0,0.0,1.0,5.0,1.0,5.0,0.0,36.0,6.0,1.0,1.0,4222.0,0.0,4222.0,0.523,4487.0,77.0,1.081,0.0,
7662,0.0,45.0,1.0,3.0,5.0,0.0,3.0,0.0,25.0,2.0,2.0,3.0,6614.0,1881.0,4733.0,0.737,3016.0,51.0,0.645,0.284,
7663,0.0,42.0,0.0,1.0,5.0,2.0,4.0,0.0,35.0,4.0,3.0,3.0,3241.0,0.0,3241.0,0.442,2152.0,43.0,0.303,0.0,
7664,0.0,48.0,0.0,2.0,6.0,1.0,4.0,0.0,30.0,3.0,3.0,3.0,4204.0,0.0,4204.0,0.703,2316.0,43.0,0.536,0.0,
7665,1.0,34.0,0.0,3.0,5.0,2.0,4.0,0.0,26.0,4.0,2.0,3.0,3234.0,971.0,2263.0,0.79,3989.0,71.0,0.868,0.3,
7666,0.0,40.0,0.0,3.0,6.0,2.0,1.0,0.0,29.0,3.0,3.0,3.0,2473.0,2332.0,141.0,0.293,1738.0,32.0,0.455,0.943,
7667,0.0,42.0,1.0,2.0,3.0,2.0,2.0,0.0,33.0,3.0,3.0,3.0,4836.0,493.0,4343.0,0.417,1870.0,45.0,0.406,0.102,
7668,1.0,55.0,0.0,3.0,3.0,1.0,4.0,0.0,44.0,5.0,1.0,1.0,1438.3,0.0,1438.3,0.575,4755.0,76.0,0.9,0.0,
7670,0.0,45.0,1.0,4.0,2.0,2.0,4.0,0.0,36.0,5.0,2.0,3.0,1438.3,1060.0,378.3,0.301,1253.0,29.0,0.318,0.737,
7671,1.0,57.0,0.0,3.0,0.0,3.0,4.0,3.0,42.0,6.0,1.0,1.0,12675.0,2422.0,10253.0,0.642,3912.0,63.0,0.575,0.191,
7672,0.0,44.0,0.0,3.0,3.0,2.0,4.0,0.0,36.0,2.0,3.0,3.0,2228.0,0.0,2228.0,0.686,2523.0,45.0,0.607,0.0,
7673,1.0,40.0,0.0,5.0,3.0,1.0,4.0,0.0,31.0,4.0,2.0,2.0,2813.0,2208.0,605.0,0.877,4491.0,68.0,0.744,0.785,
7674,1.0,42.0,0.0,2.0,4.0,2.0,4.0,0.0,35.0,6.0,3.0,2.0,3223.0,0.0,3223.0,0.593,4916.0,79.0,0.717,0.0,
7675,1.0,55.0,0.0,2.0,2.0,1.0,1.0,0.0,36.0,5.0,3.0,3.0,2653.0,0.0,2653.0,0.969,5052.0,81.0,0.761,0.0,
7676,0.0,45.0,0.0,3.0,5.0,1.0,4.0,0.0,35.0,3.0,3.0,3.0,2745.0,2463.0,282.0,0.643,2466.0,39.0,0.345,0.897,
7678,1.0,52.0,0.0,3.0,5.0,1.0,4.0,0.0,47.0,6.0,3.0,2.0,2516.0,1486.0,1030.0,0.503,3987.0,77.0,0.54,0.591,
7679,1.0,46.0,0.0,2.0,3.0,0.0,4.0,0.0,26.0,4.0,3.0,1.0,1870.0,1785.0,85.0,0.696,4347.0,88.0,0.76,0.955,
7680,1.0,56.0,0.0,2.0,2.0,2.0,5.0,0.0,48.0,5.0,3.0,2.0,3934.0,2517.0,1417.0,0.682,4837.0,87.0,0.673,0.64,
7681,1.0,49.0,0.0,4.0,3.0,1.0,4.0,0.0,35.0,5.0,3.0,2.0,3038.0,2133.0,905.0,0.689,4784.0,83.0,0.694,0.702,
7682,1.0,53.0,0.0,1.0,5.0,2.0,4.0,0.0,39.0,3.0,2.0,3.0,1982.0,1276.0,706.0,0.897,5136.0,76.0,0.949,0.644,
7683,0.0,31.0,0.0,1.0,2.0,0.0,5.0,0.0,22.0,2.0,2.0,3.0,1623.0,0.0,1623.0,0.501,2126.0,45.0,0.364,0.0,
7684,1.0,55.0,1.0,3.0,5.0,2.0,0.0,0.0,48.0,5.0,2.0,2.0,3088.0,1743.0,1345.0,0.766,3906.0,68.0,0.659,0.564,
7685,1.0,44.0,0.0,3.0,6.0,2.0,5.0,0.0,33.0,5.0,3.0,1.0,8064.0,2417.0,5647.0,0.644,4412.0,67.0,0.861,0.3,
7686,0.0,56.0,0.0,3.0,2.0,2.0,5.0,0.0,36.0,3.0,3.0,3.0,10016.0,1872.0,8144.0,0.735,2804.0,37.0,0.542,0.187,
7687,1.0,54.0,0.0,2.0,0.0,1.0,5.0,0.0,45.0,5.0,3.0,2.0,4523.0,1841.0,2682.0,0.534,5112.0,87.0,0.706,0.407,
7688,1.0,53.0,0.0,0.0,2.0,2.0,4.0,0.0,34.0,5.0,2.0,1.0,1944.0,1140.0,804.0,0.582,4921.0,82.0,0.907,0.586,
7689,1.0,46.0,0.0,2.0,5.0,1.0,5.0,0.0,40.0,3.0,2.0,2.0,6083.0,1716.0,4367.0,0.618,4528.0,86.0,0.755,0.282,
7690,1.0,38.0,0.0,3.0,2.0,1.0,5.0,0.0,27.0,6.0,2.0,2.0,2425.0,1396.0,1029.0,0.899,4568.0,74.0,0.897,0.576,
7691,1.0,56.0,0.0,5.0,2.0,2.0,1.0,0.0,37.0,4.0,2.0,1.0,2607.0,1702.0,905.0,0.802,4949.0,74.0,0.762,0.653,
7692,1.0,53.0,0.0,3.0,5.0,2.0,4.0,0.0,48.0,6.0,2.0,1.0,1953.0,1215.0,738.0,0.667,4253.0,72.0,0.8,0.622,
7693,1.0,41.0,1.0,3.0,6.0,3.0,2.0,0.0,36.0,4.0,3.0,1.0,5813.0,1614.0,4199.0,0.696,4365.0,75.0,0.875,0.278,
7694,1.0,43.0,0.0,3.0,3.0,2.0,4.0,0.0,36.0,3.0,3.0,2.0,1438.3,0.0,1438.3,0.689,4401.0,73.0,0.698,0.0,
7695,0.0,41.0,0.0,5.0,6.0,1.0,1.0,0.0,30.0,5.0,2.0,3.0,1588.0,0.0,1588.0,0.634,2561.0,61.0,0.649,0.0,
7696,1.0,62.0,0.0,0.0,3.0,2.0,4.0,0.0,36.0,6.0,2.0,1.0,3749.0,1980.0,1769.0,0.706,5083.0,69.0,0.643,0.528,
7697,1.0,42.0,0.0,4.0,0.0,0.0,1.0,0.0,36.0,4.0,3.0,2.0,3734.0,2517.0,1217.0,0.724,4792.0,87.0,0.74,0.674,
7698,1.0,56.0,0.0,2.0,3.0,1.0,5.0,0.0,51.0,4.0,1.0,3.0,1796.0,1243.0,553.0,0.768,4316.0,87.0,0.891,0.692,
7699,0.0,45.0,0.0,3.0,6.0,0.0,4.0,0.0,34.0,4.0,3.0,1.0,3223.0,243.0,2980.0,0.433,1979.0,38.0,0.462,0.075,
7700,1.0,33.0,0.0,2.0,1.0,1.0,1.0,0.0,36.0,4.0,2.0,1.0,2748.0,1867.0,881.0,0.816,4314.0,75.0,1.027,0.679,
7701,1.0,57.0,0.0,0.0,2.0,1.0,4.0,0.0,45.0,6.0,1.0,2.0,2448.0,0.0,2448.0,0.606,5464.0,98.0,0.607,0.0,
7702,1.0,49.0,0.0,3.0,0.0,1.0,4.0,0.0,29.0,6.0,1.0,2.0,2548.0,1998.0,550.0,0.679,4702.0,79.0,0.927,0.784,
7703,1.0,46.0,0.0,3.0,0.0,1.0,4.0,0.0,41.0,4.0,1.0,1.0,1489.0,949.0,540.0,0.65,4669.0,94.0,0.741,0.637,
7704,0.0,38.0,0.0,1.0,2.0,1.0,5.0,0.0,29.0,3.0,3.0,3.0,8953.0,0.0,8953.0,0.403,1982.0,43.0,0.303,0.0,
7705,0.0,50.0,0.0,3.0,5.0,2.0,5.0,0.0,36.0,2.0,3.0,3.0,3187.0,986.0,2201.0,0.615,2381.0,47.0,0.516,0.309,
7707,1.0,52.0,1.0,4.0,3.0,3.0,2.0,0.0,36.0,6.0,3.0,2.0,2597.0,1740.0,857.0,0.71,5037.0,80.0,0.778,0.67,
7708,1.0,45.0,0.0,5.0,0.0,2.0,5.0,0.0,32.0,3.0,3.0,3.0,5999.0,658.0,5341.0,0.638,4283.0,69.0,0.605,0.11,
7709,1.0,56.0,0.0,0.0,4.0,1.0,4.0,0.0,51.0,4.0,2.0,3.0,3617.0,878.0,2739.0,0.777,5416.0,76.0,0.9,0.243,
7710,1.0,56.0,0.0,0.0,5.0,2.0,4.0,0.0,36.0,4.0,3.0,1.0,3219.0,2114.0,1105.0,0.655,4188.0,75.0,0.667,0.657,
7712,1.0,51.0,0.0,4.0,2.0,2.0,4.0,0.0,36.0,4.0,3.0,1.0,2522.0,1898.0,624.0,0.674,4122.0,67.0,0.763,0.753,
7713,1.0,43.0,0.0,2.0,6.0,1.0,4.0,0.0,29.0,4.0,1.0,1.0,3327.0,2517.0,810.0,0.793,4901.0,88.0,0.913,0.757,
7715,1.0,48.0,0.0,4.0,0.0,0.0,4.0,0.0,41.0,4.0,3.0,2.0,3745.0,2517.0,1228.0,0.672,4550.0,78.0,0.857,0.672,
7716,0.0,53.0,1.0,4.0,5.0,2.0,3.0,0.0,44.0,3.0,3.0,2.0,11561.0,2189.0,9372.0,0.742,2153.0,39.0,0.5,0.189,
